,season,week,home_team,away_team,home.totalYards,away.totalYards,Home_possession_time,Away_possession_time,Home_Offensive_TDs,Away_Offensive_TDs,home.turnovers,away.turnovers,home.thirdDownEff,home.fourthDownEff,away.thirdDownEff,away.fourthDownEff,away_points,home_points
167,2014,8,Maryland,Iowa,418,433,1286,2314,4,4.0,2,3,0.25,1.0,0.3333333333333333,0.3333333333333333,31.0,38.0
168,2014,8,Minnesota,Purdue,450,451,1286,2314,5,5.0,1,2,0.5,0.0,0.38461538461538464,0.38461538461538464,38.0,39.0
169,2014,8,Ohio State,Rutgers,585,345,1286,2314,7,2.0,1,3,0.5555555555555556,0.6666666666666666,0.21428571428571427,0.21428571428571427,17.0,56.0
170,2014,8,Indiana,Michigan State,224,662,1286,2314,2,8.0,1,1,0.08333333333333333,0.0,0.625,0.625,56.0,17.0
171,2014,8,Northwestern,Nebraska,290,471,1286,2314,2,5.0,1,0,0.3125,0.0,0.5333333333333333,0.5333333333333333,38.0,17.0
172,2014,9,Wisconsin,Maryland,527,175,1286,2314,7,1.0,0,1,0.42857142857142855,1.0,0.2,0.2,7.0,52.0
173,2014,9,Nebraska,Rutgers,455,348,1286,2314,6,3.0,2,1,0.6153846153846154,0.0,0.3333333333333333,0.3333333333333333,24.0,42.0
174,2014,9,Illinois,Minnesota,263,411,1286,2314,3,3.0,1,3,0.2857142857142857,1.0,0.25,0.25,24.0,28.0
175,2014,9,Michigan State,Michigan,446,186,1286,2314,4,1.0,2,3,0.5,0.0,0.35714285714285715,0.35714285714285715,11.0,35.0
176,2014,9,Penn State,Ohio State,240,293,1286,2314,2,4.0,2,2,0.4444444444444444,0.0,0.3888888888888889,0.3888888888888889,31.0,24.0
177,2014,10,Penn State,Maryland,219,192,1286,2314,1,2.0,4,2,0.3,0.5,0.06666666666666668,0.06666666666666668,20.0,19.0
178,2014,10,Iowa,Northwestern,483,180,1286,2314,5,1.0,1,1,0.6428571428571429,0.0,0.26666666666666666,0.26666666666666666,7.0,48.0
179,2014,10,Rutgers,Wisconsin,139,385,1286,2314,0,4.0,1,1,0.2,0.0,0.3333333333333333,0.3333333333333333,37.0,0.0
180,2014,10,Nebraska,Purdue,297,340,1286,2314,5,2.0,3,2,0.2857142857142857,0.6666666666666666,0.125,0.125,14.0,35.0
181,2014,10,Michigan,Indiana,404,191,1286,2314,4,1.0,1,2,0.4615384615384616,0.0,0.2307692307692308,0.2307692307692308,10.0,34.0
182,2014,10,Ohio State,Illinois,545,243,1286,2314,7,2.0,1,4,0.5833333333333334,0.0,0.375,0.375,14.0,55.0
