id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores,home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_points,away_line_scores,away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
400548123,2014,6,regular,2014-10-04T21:00:00.000Z,,False,True,15620.0,3764.0,Brigham Field at Huskie Stadium,2459,Northern Illinois,Mid-American,17.0,"[0, 7, 10, 0]",0.8174335447546753,1522.0,1519.0,2309,Kent State,Mid-American,14.0,"[0, 3, 3, 8]",0.1825664552453246,1164.0,1167.0,2.80107079429999,,
400548418,2014,6,regular,2014-10-04T22:00:00.000Z,,False,True,24215.0,3792.0,Kidd Brewer Stadium,2026,Appalachian State,Sun Belt,21.0,"[0, 7, 0, 14]",0.0056548620687427,1280.0,1223.0,6,South Alabama,Sun Belt,47.0,"[10, 10, 20, 7]",0.9943451379312572,1389.0,1446.0,2.3552704615,,
400548373,2014,6,regular,2014-10-04T23:00:00.000Z,,False,True,87451.0,3785.0,Jordan-Hare Stadium,2,Auburn,SEC,41.0,"[17, 14, 3, 7]",0.9997928296517894,1883.0,1981.0,99,LSU,SEC,7.0,"[7, 0, 0, 0]",0.0002071703482106,1910.0,1812.0,1.4540835635,,
400547683,2014,6,regular,2014-10-04T23:00:00.000Z,,False,True,25456.0,3874.0,Paul Brown Stadium,2132,Cincinnati,American Athletic,14.0,"[7, 0, 7, 0]",0.0060945638765536,1609.0,1504.0,235,Memphis,American Athletic,41.0,"[24, 3, 14, 0]",0.9939054361234464,1382.0,1487.0,3.7118241998,,
400547997,2014,6,regular,2014-10-04T23:00:00.000Z,,False,True,53327.0,3754.0,High Point Solutions Stadium,164,Rutgers,Big Ten,26.0,"[6, 13, 0, 7]",0.4408591352464865,1506.0,1507.0,130,Michigan,Big Ten,24.0,"[3, 14, 0, 7]",0.5591408647535134,1566.0,1565.0,8.04130262189999,,
400548420,2014,6,regular,2014-10-04T23:00:00.000Z,,False,True,24616.0,3666.0,Cajun Field,309,Louisiana,Sun Belt,34.0,"[7, 7, 7, 13]",0.8112227821759035,1258.0,1258.0,2247,Georgia State,Sun Belt,31.0,"[7, 10, 7, 7]",0.1887772178240965,1175.0,1175.0,7.3560260224,,
400548125,2014,6,regular,2014-10-04T23:00:00.000Z,,False,True,11493.0,3980.0,Waldo Stadium,2711,Western Michigan,Mid-American,19.0,"[0, 7, 3, 3, 6]",,1223.0,1233.0,2649,Toledo,Mid-American,20.0,"[0, 0, 3, 10, 7]",,1479.0,1469.0,,,
400548208,2014,6,regular,2014-10-04T23:00:00.000Z,,False,False,17465.0,3895.0,Rice Stadium,242,Rice,Conference USA,28.0,"[0, 7, 7, 14]",0.9957180454954764,1417.0,1436.0,62,Hawai'i,Mountain West,14.0,"[7, 0, 7, 0]",0.0042819545045235,1308.0,1289.0,7.59791023619999,,
400548419,2014,6,regular,2014-10-04T23:00:00.000Z,,False,True,29317.0,3625.0,Centennial Bank Stadium,2032,Arkansas State,Sun Belt,28.0,"[0, 0, 14, 14]",0.9987832663302232,1431.0,1447.0,2433,Louisiana Monroe,Sun Belt,14.0,"[0, 0, 0, 14]",0.0012167336697768,1286.0,1270.0,5.6375653479,,
400548422,2014,6,regular,2014-10-04T23:00:00.000Z,,False,True,21345.0,3644.0,Jim Wacker Field at Bobcat Stadium,326,Texas State,Sun Belt,35.0,"[7, 14, 0, 14]",0.5085523062319866,1277.0,1272.0,70,Idaho,Sun Belt,30.0,"[3, 0, 13, 14]",0.4914476937680134,1006.0,1011.0,3.46931064539999,,
400548040,2014,6,regular,2014-10-04T23:00:00.000Z,,False,True,18157.0,3776.0,Joe Aillet Stadium,2348,Louisiana Tech,Conference USA,55.0,"[7, 21, 20, 7]",0.9999887025108056,1441.0,1565.0,2638,UTEP,Conference USA,3.0,"[0, 3, 0, 0]",1.1297489194483925e-05,1190.0,1066.0,0.962621757,,
400547864,2014,6,regular,2014-10-04T23:00:00.000Z,,False,True,52726.0,3636.0,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,45.0,"[7, 17, 7, 14]",0.9994864750850272,1749.0,1806.0,2641,Texas Tech,Big 12,13.0,"[0, 7, 0, 6]",0.0005135249149726,1499.0,1442.0,1.8130101582,,
400548043,2014,6,regular,2014-10-04T23:00:00.000Z,,False,True,14923.0,3796.0,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,Conference USA,39.0,"[20, 7, 12, 0]",0.9330422957797294,1562.0,1533.0,5,UAB,Conference USA,42.0,"[14, 0, 21, 7]",0.0669577042202705,1195.0,1224.0,6.06925818999999,,
400547790,2014,6,regular,2014-10-04T23:30:00.000Z,,False,True,52221.0,721.0,Bobby Dodd Stadium at Historic Grant Field,59,Georgia Tech,ACC,28.0,"[7, 7, 7, 7]",0.8149507387767213,1644.0,1660.0,2390,Miami,ACC,17.0,"[14, 0, 3, 0]",0.1850492612232787,1591.0,1575.0,4.4406003499,,
400548275,2014,6,regular,2014-10-04T23:30:00.000Z,,False,True,70115.0,477.0,Los Angeles Memorial Coliseum,30,USC,Pac-12,34.0,"[7, 10, 3, 14]",0.1720715830918426,1815.0,1796.0,9,Arizona State,Pac-12,38.0,"[0, 15, 3, 20]",0.8279284169081574,1638.0,1657.0,6.5134518365,,
400547812,2014,6,regular,2014-10-04T23:30:00.000Z,,False,True,43307.0,3923.0,Scott Stadium,258,Virginia,ACC,24.0,"[3, 21, 0, 0]",0.5961370718284185,1412.0,1420.0,221,Pittsburgh,ACC,19.0,"[3, 0, 10, 6]",0.4038629281715815,1483.0,1475.0,3.42461873609999,,
400548375,2014,6,regular,2014-10-04T23:30:00.000Z,,False,True,62135.0,3683.0,Commonwealth Stadium,96,Kentucky,SEC,45.0,"[0, 17, 7, 21]",0.1643752233259098,1390.0,1425.0,2579,South Carolina,SEC,38.0,"[7, 10, 14, 7]",0.8356247766740902,1789.0,1754.0,6.8806596626,,
400548421,2014,6,regular,2014-10-05T00:00:00.000Z,,False,True,10256.0,3601.0,Aggie Memorial Stadium,166,New Mexico State,Sun Belt,28.0,"[14, 0, 0, 14]",0.1721965732351426,977.0,1003.0,290,Georgia Southern,Sun Belt,36.0,"[0, 12, 17, 7]",0.8278034267648573,1563.0,1537.0,3.76537596589999,,
400548209,2014,6,regular,2014-10-05T00:00:00.000Z,,False,True,14427.0,3935.0,Spartan Stadium,23,San José State,Mountain West,33.0,"[0, 16, 10, 7]",0.9969477928666564,1312.0,1356.0,2439,UNLV,Mountain West,10.0,"[7, 0, 0, 3]",0.0030522071333436,1202.0,1158.0,2.7888033343,,
400547956,2014,6,regular,2014-10-05T00:00:00.000Z,,False,True,75923.0,3936.0,Spartan Stadium,127,Michigan State,Big Ten,27.0,"[7, 10, 10, 0]",0.9454788116701904,1877.0,1880.0,158,Nebraska,Big Ten,22.0,"[0, 0, 3, 19]",0.0545211883298094,1825.0,1822.0,2.88541559739999,,
400548278,2014,6,regular,2014-10-05T02:30:00.000Z,,False,True,30020.0,3820.0,Martin Stadium,265,Washington State,Pac-12,59.0,"[10, 14, 28, 7]",0.6495895945256498,1454.0,1444.0,25,California,Pac-12,60.0,"[0, 13, 28, 19]",0.3504104054743502,1280.0,1290.0,7.8713755169,,
400548276,2014,6,regular,2014-10-05T02:30:00.000Z,,False,True,74329.0,1056.0,Rose Bowl,26,UCLA,Pac-12,28.0,"[0, 7, 7, 14]",0.8121829130824592,1821.0,1807.0,254,Utah,Pac-12,30.0,"[7, 10, 7, 6]",0.1878170869175408,1623.0,1637.0,9.5627371066,,
400548206,2014,6,regular,2014-10-05T02:30:00.000Z,,False,True,32327.0,3816.0,Mackay Stadium,2440,Nevada,Mountain West,46.0,"[7, 14, 8, 17]",0.0280695007883854,1461.0,1461.0,68,Boise State,Mountain West,51.0,"[13, 17, 14, 7]",0.9719304992116146,1585.0,1585.0,6.7735402578,,
400547686,2014,7,regular,2014-10-09T23:30:00.000Z,,False,False,41547.0,3652.0,Bright House Networks Stadium,2116,UCF,American Athletic,31.0,"[10, 0, 7, 7, 7]",0.8544152126722672,1656.0,1669.0,252,BYU,FBS Independents,24.0,"[0, 3, 21, 0, 0]",0.1455847873277328,1719.0,1706.0,9.9619285904,,
400548280,2014,7,regular,2014-10-11T01:00:00.000Z,,False,True,44135.0,3940.0,Stanford Stadium,24,Stanford,Pac-12,34.0,"[10, 7, 7, 10]",0.9983579485747686,1871.0,1871.0,265,Washington State,Pac-12,17.0,"[7, 0, 3, 7]",0.0016420514252314,1444.0,1444.0,2.36850710939999,,
400548214,2014,7,regular,2014-10-11T01:30:00.000Z,,False,True,19497.0,3971.0,University Stadium,167,New Mexico,Mountain West,14.0,"[0, 7, 7, 0]",0.0264746362733752,1247.0,1242.0,21,San Diego State,Mountain West,24.0,"[3, 7, 14, 0]",0.9735253637266248,1437.0,1442.0,4.5981242058,,
400548212,2014,7,regular,2014-10-11T02:00:00.000Z,,False,True,15398.0,3914.0,Sam Boyd Stadium,2439,UNLV,Mountain West,30.0,"[3, 14, 7, 3, 3]",0.3279028438349025,1158.0,1162.0,278,Fresno State,Mountain West,27.0,"[0, 0, 14, 13, 0]",0.6720971561650975,1391.0,1387.0,10.8053577844,,
400547869,2014,7,regular,2014-10-11T16:00:00.000Z,,False,True,58502.0,3784.0,Jones AT&T Stadium,2641,Texas Tech,Big 12,34.0,"[14, 7, 6, 7]",0.1480065684518549,1442.0,1441.0,277,West Virginia,Big 12,37.0,"[3, 7, 10, 17]",0.851993431548145,1493.0,1494.0,8.8386728321,,
400547921,2014,7,regular,2014-10-11T16:00:00.000Z,,False,True,68590.0,3793.0,Kinnick Stadium,2294,Iowa,Big Ten,45.0,"[28, 10, 0, 7]",0.9921573682731996,1628.0,1652.0,84,Indiana,Big Ten,29.0,"[7, 14, 0, 8]",0.0078426317268004,1521.0,1497.0,3.2874750773,,
400547766,2014,7,regular,2014-10-11T16:00:00.000Z,,False,True,43295.0,1964.0,Carrier Dome,183,Syracuse,ACC,20.0,"[0, 6, 7, 7]",0.0095606451019731,1483.0,1495.0,52,Florida State,ACC,38.0,"[10, 14, 7, 7]",0.9904393548980268,2076.0,2064.0,1.2136363499,,
400547870,2014,7,regular,2014-10-11T16:00:00.000Z,,True,True,92100.0,499.0,Cotton Bowl,201,Oklahoma,Big 12,31.0,"[7, 10, 7, 7]",0.0528877075642015,1901.0,1896.0,251,Texas,Big 12,26.0,"[3, 10, 0, 13]",0.9471122924357984,1621.0,1626.0,3.7346596267,,
400547687,2014,7,regular,2014-10-11T16:00:00.000Z,,False,False,43953.0,3948.0,Hard Rock Stadium,2390,Miami,ACC,55.0,"[14, 10, 17, 14]",0.9999589256452328,1575.0,1617.0,2132,Cincinnati,American Athletic,34.0,"[7, 3, 3, 21]",4.10743547671899e-05,1504.0,1462.0,1.8871091591,,
400548049,2014,7,regular,2014-10-11T16:00:00.000Z,,False,False,37011.0,3841.0,Blaik Field at Michie Stadium,349,Army,FBS Independents,21.0,"[7, 7, 7, 0]",0.0260854036415228,1304.0,1268.0,242,Rice,Conference USA,41.0,"[7, 17, 14, 3]",0.9739145963584772,1436.0,1472.0,3.3153241585,,
400548367,2014,7,regular,2014-10-11T16:00:00.000Z,,False,False,56676.0,3683.0,Commonwealth Stadium,96,Kentucky,SEC,48.0,"[3, 21, 21, 3]",0.9998906359397384,1425.0,1500.0,2433,Louisiana Monroe,Sun Belt,14.0,"[14, 0, 0, 0]",0.0001093640602615,1270.0,1195.0,2.6116676593,,
400547963,2014,7,regular,2014-10-11T16:00:00.000Z,,False,True,49051.0,3953.0,TCF Bank Stadium,135,Minnesota,Big Ten,24.0,"[7, 7, 0, 10]",0.6256427100972967,1568.0,1580.0,77,Northwestern,Big Ten,17.0,"[0, 10, 0, 7]",0.3743572899027033,1605.0,1593.0,6.1901638505,,
400547910,2014,7,regular,2014-10-11T16:00:00.000Z,,False,True,80341.0,347.0,Camp Randall Stadium,275,Wisconsin,Big Ten,38.0,"[7, 17, 7, 7]",0.9994020382530188,1886.0,1867.0,356,Illinois,Big Ten,28.0,"[14, 0, 0, 14]",0.0005979617469813,1320.0,1339.0,1.6642100853,,
400547691,2014,7,regular,2014-10-11T16:00:00.000Z,,False,True,25340.0,3806.0,Lincoln Financial Field,218,Temple,American Athletic,35.0,"[7, 14, 0, 14]",0.9911822510597852,1592.0,1583.0,202,Tulsa,American Athletic,24.0,"[7, 7, 7, 3]",0.0088177489402146,1176.0,1185.0,6.3633504658,,
400548370,2014,7,regular,2014-10-11T16:00:00.000Z,,False,True,71168.0,3838.0,Faurot Field,142,Missouri,SEC,0.0,"[0, 0, 0, 0]",0.0042386684293584,1819.0,1737.0,61,Georgia,SEC,34.0,"[6, 14, 7, 7]",0.9957613315706416,1938.0,2020.0,2.2286071524,,
400548046,2014,7,regular,2014-10-11T16:00:00.000Z,,False,True,30210.0,3775.0,Joan C. Edwards Stadium,276,Marshall,Conference USA,49.0,"[14, 14, 14, 7]",0.9988703174376418,1763.0,1784.0,2393,Middle Tennessee,Conference USA,24.0,"[7, 10, 0, 7]",0.0011296825623582,1366.0,1345.0,1.02817475679999,,
400547755,2014,7,regular,2014-10-11T16:30:00.000Z,,False,True,44281.0,721.0,Bobby Dodd Stadium at Historic Grant Field,59,Georgia Tech,ACC,25.0,"[3, 9, 0, 13]",0.8077987609815348,1660.0,1649.0,150,Duke,ACC,31.0,"[7, 7, 10, 7]",0.1922012390184652,1653.0,1664.0,4.2029472292,,
400548128,2014,7,regular,2014-10-11T17:00:00.000Z,,False,True,11886.0,3912.0,Rynearson Stadium,2199,Eastern Michigan,Mid-American,37.0,"[0, 3, 13, 21]",0.6808551293857209,837.0,900.0,2084,Buffalo,Mid-American,27.0,"[7, 3, 3, 14]",0.3191448706142791,1382.0,1319.0,4.43407019569999,,
400548127,2014,7,regular,2014-10-11T18:00:00.000Z,,False,True,24311.0,3876.0,Peden Stadium,195,Ohio,Mid-American,13.0,"[3, 3, 0, 7]",0.1595870889015898,1215.0,1194.0,189,Bowling Green,Mid-American,31.0,"[14, 7, 7, 3]",0.8404129110984101,1443.0,1464.0,3.8928729486,,
400548131,2014,7,regular,2014-10-11T18:00:00.000Z,,False,True,12451.0,3696.0,Dix Stadium,2309,Kent State,Mid-American,17.0,"[3, 7, 7, 0]",0.0051853509640685,1167.0,1090.0,113,UMass,Mid-American,40.0,"[7, 17, 3, 13]",0.9948146490359314,1035.0,1112.0,4.77679488809999,,
400548130,2014,7,regular,2014-10-11T18:00:00.000Z,,False,True,8223.0,3768.0,Summa Field at InfoCision Stadium,2006,Akron,Mid-American,29.0,"[5, 10, 7, 7]",0.5679878988050535,1279.0,1284.0,193,Miami (OH),Mid-American,19.0,"[0, 13, 0, 6]",0.4320121011949465,1108.0,1103.0,3.2559946943,,
400548424,2014,7,regular,2014-10-11T18:00:00.000Z,,False,True,10196.0,3495.0,Georgia Dome,2247,Georgia State,Sun Belt,10.0,"[0, 3, 0, 7]",0.0035890425659406,1175.0,1086.0,2032,Arkansas State,Sun Belt,52.0,"[24, 7, 14, 7]",0.9964109574340594,1447.0,1536.0,1.2599999184,,
400548132,2014,7,regular,2014-10-11T19:00:00.000Z,,False,True,11237.0,3919.0,Scheumann Stadium,2050,Ball State,Mid-American,38.0,"[7, 24, 7, 0]",0.4618465741192147,1489.0,1464.0,2711,Western Michigan,Mid-American,42.0,"[7, 7, 14, 14]",0.5381534258807852,1233.0,1258.0,5.77315604,,
400548426,2014,7,regular,2014-10-11T19:00:00.000Z,,False,True,17628.0,3975.0,Veterans Memorial Stadium,2653,Troy,Sun Belt,41.0,"[10, 10, 7, 14]",0.9801950273709836,1068.0,1099.0,166,New Mexico State,Sun Belt,24.0,"[0, 7, 10, 7]",0.0198049726290164,1003.0,972.0,2.98686795249999,,
400547733,2014,7,regular,2014-10-11T19:30:00.000Z,,False,True,49125.0,3670.0,Carter-Finley Stadium,152,NC State,ACC,14.0,"[14, 0, 0, 0]",0.0108133687487906,1432.0,1398.0,103,Boston College,ACC,30.0,"[14, 7, 3, 6]",0.9891866312512092,1470.0,1504.0,4.4089575683,,
400547872,2014,7,regular,2014-10-11T19:30:00.000Z,,False,False,52281.0,3772.0,Jack Trice Stadium,66,Iowa State,Big 12,37.0,"[6, 3, 14, 14]",0.6669929874464803,1459.0,1469.0,2649,Toledo,Mid-American,30.0,"[3, 10, 7, 10]",0.3330070125535197,1469.0,1459.0,7.1105503736,,
400548047,2014,7,regular,2014-10-11T19:30:00.000Z,,False,True,20365.0,3803.0,Legion Field,5,UAB,Conference USA,56.0,"[14, 21, 21, 0]",0.9996978526245952,1224.0,1356.0,249,North Texas,Conference USA,21.0,"[0, 14, 0, 7]",0.0003021473754049,1455.0,1323.0,2.1051195483,,
400548282,2014,7,regular,2014-10-11T19:30:00.000Z,,False,True,80139.0,1056.0,Rose Bowl,26,UCLA,Pac-12,30.0,"[0, 10, 0, 20]",0.0141679442833632,1807.0,1785.0,2483,Oregon,Pac-12,42.0,"[8, 13, 14, 7]",0.9858320557166368,1851.0,1873.0,2.615225369,,
400548464,2014,7,regular,2014-10-11T19:30:00.000Z,,False,False,33812.0,3852.0,Navy-Marine Corps Memorial Stadium,2426,Navy,FBS Independents,51.0,"[14, 23, 7, 7]",0.9999964289921094,,,2678,VMI,,14.0,"[0, 7, 0, 7]",3.5710078906125986e-06,,,0.1440522613,,
400547798,2014,7,regular,2014-10-11T19:30:00.000Z,,False,False,80795.0,3855.0,Notre Dame Stadium,87,Notre Dame,FBS Independents,50.0,"[7, 21, 7, 15]",0.4111000161903655,1822.0,1819.0,153,North Carolina,ACC,43.0,"[14, 12, 10, 7]",0.5888999838096345,1587.0,1590.0,6.54773562349999,,
400548369,2014,7,regular,2014-10-11T19:30:00.000Z,,False,True,62945.0,3693.0,Davis Wade Stadium,344,Mississippi State,SEC,38.0,"[21, 7, 0, 10]",0.9977452992153002,1858.0,1901.0,2,Auburn,SEC,23.0,"[0, 13, 7, 3]",0.0022547007846998,1981.0,1938.0,4.3869454493,,
400547868,2014,7,regular,2014-10-11T19:30:00.000Z,,False,True,46803.0,4727.0,McLane Stadium,239,Baylor,Big 12,61.0,"[10, 17, 10, 24]",0.4862652095598616,2012.0,2010.0,2628,TCU,Big 12,58.0,"[14, 17, 13, 14]",0.5137347904401384,1750.0,1752.0,10.6915276325,,
400548423,2014,7,regular,2014-10-11T19:30:00.000Z,,False,False,26058.0,3792.0,Kidd Brewer Stadium,2026,Appalachian State,Sun Belt,48.0,"[7, 17, 16, 8, 0]",0.2523812738385925,1223.0,1225.0,2335,Liberty,,55.0,"[14, 14, 13, 7, 7]",0.7476187261614075,1428.0,1426.0,8.2490637904,,
400547745,2014,7,regular,2014-10-11T19:30:00.000Z,,False,True,81500.0,3836.0,Memorial Stadium,228,Clemson,ACC,23.0,"[7, 7, 6, 3]",0.1554983329152607,1842.0,1848.0,97,Louisville,ACC,17.0,"[3, 7, 7, 0]",0.8445016670847393,1808.0,1802.0,8.8249278367,,
400547957,2014,7,regular,2014-10-11T19:30:00.000Z,,False,True,40217.0,3907.0,Ross-Ade Stadium,2509,Purdue,Big Ten,31.0,"[3, 14, 0, 14]",0.0441497686933645,1271.0,1292.0,127,Michigan State,Big Ten,45.0,"[14, 10, 14, 7]",0.9558502313066356,1880.0,1859.0,2.1134404437,,
400547871,2014,7,regular,2014-10-11T20:00:00.000Z,,False,True,31985.0,3833.0,Memorial Stadium,2305,Kansas,Big 12,20.0,"[7, 0, 3, 10]",0.8233942013414561,1195.0,1228.0,197,Oklahoma State,Big 12,27.0,"[10, 10, 0, 7]",0.1766057986585438,1878.0,1845.0,4.06904732259999,,
400548371,2014,7,regular,2014-10-11T20:00:00.000Z,,False,False,93097.0,3853.0,Neyland Stadium,2633,Tennessee,SEC,45.0,"[7, 17, 14, 7]",0.9995565117738924,,,236,Chattanooga,,10.0,"[0, 3, 0, 7]",0.0004434882261077,,,0.371862103100001,,
400548129,2014,7,regular,2014-10-11T21:00:00.000Z,,False,True,20122.0,3764.0,Brigham Field at Huskie Stadium,2459,Northern Illinois,Mid-American,17.0,"[7, 0, 10, 0]",0.0141825497204094,1519.0,1453.0,2117,Central Michigan,Mid-American,34.0,"[14, 7, 10, 3]",0.9858174502795906,1295.0,1361.0,3.8380265838,,
400548365,2014,7,regular,2014-10-11T22:00:00.000Z,,False,True,72337.0,3887.0,Donald W. Reynolds Razorback Stadium Frank Broyles Field,8,Arkansas,SEC,13.0,"[0, 6, 7, 0]",0.4662818738223833,1616.0,1630.0,333,Alabama,SEC,14.0,"[0, 7, 0, 7]",0.5337181261776167,1966.0,1952.0,8.0194348982,,
400548283,2014,7,regular,2014-10-11T22:00:00.000Z,,False,True,0.0,3831.0,California Memorial Stadium,25,California,Pac-12,7.0,"[0, 0, 7, 0]",0.0434644470716975,1290.0,1278.0,264,Washington,Pac-12,31.0,"[14, 14, 0, 3]",0.9565355529283024,1761.0,1773.0,3.1095681184,,
400548425,2014,7,regular,2014-10-11T22:00:00.000Z,,False,True,23250.0,3608.0,Paulson Stadium,290,Georgia Southern,Sun Belt,47.0,"[13, 7, 13, 14]",0.9996404459139804,1537.0,1541.0,70,Idaho,Sun Belt,24.0,"[3, 7, 14, 0]",0.0003595540860196,1011.0,1007.0,1.4971423742,,
400547690,2014,7,regular,2014-10-11T23:00:00.000Z,,False,True,32784.0,3805.0,Liberty Bowl Memorial Stadium,235,Memphis,American Athletic,24.0,"[7, 14, 0, 3]",0.4721513136822601,1487.0,1488.0,248,Houston,American Athletic,28.0,"[0, 14, 7, 7]",0.5278486863177398,1597.0,1596.0,7.9733875096,,
400548045,2014,7,regular,2014-10-11T23:00:00.000Z,,False,True,25318.0,3604.0,Alamodome,2636,UT San Antonio,Conference USA,16.0,"[0, 7, 3, 6]",0.917701646319254,1421.0,1420.0,2229,Florida International,Conference USA,13.0,"[0, 10, 0, 3]",0.082298353680746,1235.0,1236.0,7.8181573302,,
400547948,2014,7,regular,2014-10-11T23:00:00.000Z,,False,True,113085.0,3558.0,Michigan Stadium,130,Michigan,Big Ten,18.0,"[7, 3, 3, 5]",0.5148643537176713,1565.0,1570.0,213,Penn State,Big Ten,13.0,"[6, 7, 0, 0]",0.4851356462823287,1562.0,1557.0,7.2230313128,,
400547689,2014,7,regular,2014-10-11T23:00:00.000Z,,False,True,31567.0,3886.0,Raymond James Stadium,58,South Florida,American Athletic,17.0,"[7, 10, 0, 0]",0.0135000715588088,1264.0,1276.0,151,East Carolina,American Athletic,28.0,"[7, 0, 7, 14]",0.986499928441191,1693.0,1681.0,6.5965770487,,
400548372,2014,7,regular,2014-10-11T23:30:00.000Z,,False,False,26738.0,3973.0,Vanderbilt Stadium,238,Vanderbilt,SEC,21.0,"[3, 18, 0, 0]",0.5500630929095125,,,2127,Charleston Southern,,20.0,"[0, 10, 7, 3]",0.4499369070904875,,,4.5570531453,,
400548366,2014,7,regular,2014-10-11T23:30:00.000Z,,False,True,88014.0,3634.0,Ben Hill Griffin Stadium,57,Florida,SEC,27.0,"[14, 3, 0, 10]",0.2928862239883864,1683.0,1686.0,99,LSU,SEC,30.0,"[7, 7, 6, 10]",0.7071137760116136,1812.0,1809.0,8.7128598394,,
400548048,2014,7,regular,2014-10-12T00:00:00.000Z,,False,True,25509.0,3946.0,Sun Bowl Stadium,2638,UTEP,Conference USA,42.0,"[7, 14, 7, 14]",0.898195773525471,1066.0,1084.0,295,Old Dominion,Conference USA,35.0,"[7, 0, 21, 7]",0.101804226474529,1209.0,1191.0,6.00106231039999,,
400547688,2014,7,regular,2014-10-12T00:00:00.000Z,,False,True,0.0,4729.0,Benson Field at Yulman Stadium,2655,Tulane,American Athletic,12.0,"[7, 0, 2, 3]",0.9774110322722392,1245.0,1265.0,41,Connecticut,American Athletic,3.0,"[3, 0, 0, 0]",0.0225889677277608,1317.0,1297.0,4.046833977,,
400548368,2014,7,regular,2014-10-12T01:00:00.000Z,,False,True,110633.0,3795.0,Kyle Field,245,Texas A&M,SEC,20.0,"[0, 0, 7, 13]",0.0251941203978884,1894.0,1855.0,145,Ole Miss,SEC,35.0,"[14, 7, 7, 7]",0.9748058796021116,1859.0,1898.0,2.58365977029999,,
400548210,2014,7,regular,2014-10-12T02:15:00.000Z,,False,True,24037.0,3905.0,Romney Stadium,328,Utah State,Mountain West,34.0,"[14, 17, 0, 3]",0.9675652722706636,1613.0,1627.0,2005,Air Force,Mountain West,16.0,"[3, 3, 7, 3]",0.0324347277293365,1334.0,1320.0,1.79175720159999,,
400548211,2014,7,regular,2014-10-12T02:30:00.000Z,,False,True,21847.0,3816.0,Mackay Stadium,2440,Nevada,Mountain West,24.0,"[0, 3, 7, 14]",0.4626180264634132,1461.0,1455.0,36,Colorado State,Mountain West,31.0,"[0, 17, 14, 0]",0.5373819735365868,1561.0,1567.0,3.9796801168,,
400548281,2014,7,regular,2014-10-12T02:30:00.000Z,,False,True,56754.0,3619.0,Arizona Stadium,12,Arizona,Pac-12,26.0,"[6, 0, 7, 13]",0.2311587083340499,1714.0,1716.0,30,USC,Pac-12,28.0,"[7, 7, 14, 0]",0.76884129166595,1796.0,1794.0,6.02723293829999,,
400548213,2014,7,regular,2014-10-12T04:00:00.000Z,,False,True,24273.0,3610.0,Aloha Stadium,62,Hawai'i,Mountain West,38.0,"[3, 7, 14, 14]",0.9884928316576004,1289.0,1301.0,2751,Wyoming,Mountain West,28.0,"[14, 7, 7, 0]",0.0115071683423995,1221.0,1209.0,5.7117519083,,
400548427,2014,8,regular,2014-10-15T00:00:00.000Z,,False,True,18509.0,3644.0,Jim Wacker Field at Bobcat Stadium,326,Texas State,Sun Belt,10.0,"[0, 3, 0, 7]",0.0042031998992072,1272.0,1207.0,309,Louisiana,Sun Belt,34.0,"[7, 14, 7, 6]",0.9957968001007927,1258.0,1323.0,2.670114347,,
400547813,2014,8,regular,2014-10-16T23:30:00.000Z,,False,True,43125.0,3752.0,Heinz Field,221,Pittsburgh,ACC,21.0,"[7, 7, 0, 7]",0.649640914406458,1475.0,1487.0,259,Virginia Tech,ACC,16.0,"[0, 6, 3, 7]",0.350359085593542,1632.0,1620.0,6.1058273769,,
400548284,2014,8,regular,2014-10-17T02:00:00.000Z,,False,True,40479.0,3893.0,Reser Stadium,204,Oregon State,Pac-12,23.0,"[0, 6, 0, 10, 7, 0]",0.1842515718708655,1569.0,1563.0,254,Utah,Pac-12,29.0,"[6, 0, 3, 7, 7, 6]",0.8157484281291345,1637.0,1643.0,9.1834537686,,
400548216,2014,8,regular,2014-10-18T00:00:00.000Z,,False,True,35008.0,3653.0,Albertsons Stadium,68,Boise State,Mountain West,37.0,"[13, 7, 7, 10]",0.9942836176010018,1585.0,1588.0,278,Fresno State,Mountain West,27.0,"[10, 0, 17, 0]",0.0057163823989981,1387.0,1384.0,3.9346854019,,
400547694,2014,8,regular,2014-10-18T01:00:00.000Z,,False,True,21471.0,4728.0,John O'Quinn Field at TDECU Stadium,248,Houston,American Athletic,31.0,"[10, 7, 14, 0]",0.990029698321178,1596.0,1645.0,218,Temple,American Athletic,10.0,"[3, 7, 0, 0]",0.009970301678822,1583.0,1534.0,2.2737928118,,
400547874,2014,8,regular,2014-10-18T16:00:00.000Z,,False,True,60758.0,3842.0,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big 12,41.0,"[7, 17, 3, 14]",0.9982690109824328,1494.0,1574.0,239,Baylor,Big 12,27.0,"[13, 7, 7, 0]",0.0017309890175671,2010.0,1930.0,7.99685951729999,,
